Cl,T1_Re1.000_M0.00_N9.0, , Cl,T1_Re2.000_M0.00_N9.0, , Cl,T1_Re3.000_M0.00_N9.0, , Cl,T1_Re4.000_M0.00_N9.0, , Cl,T1_Re5.000_M0.00_N9.0, , Cl,T1_Re6.000_M0.00_N9.0, , Cl,T1_Re7.000_M0.00_N9.0, , Cl,T1_Re8.000_M0.00_N9.0, , Cl,T1_Re9.000_M0.00_N9.0, , Cl,T1_Re10.000_M0.00_N9.0, , 
    0.4364996,   0.008659575, ,     0.4211673,   0.007638689, ,     0.3102753,   0.006308431, ,     0.4040255,   0.006765027, ,      0.382459,   0.006461181, ,     0.7298368,   0.007627611, ,     0.7311106,   0.007459988, ,       0.61748,   0.006789119, ,     0.4558647,   0.006192712, ,     0.4331331,   0.006045127, , 
     0.458759,   0.008963717, ,     0.4439222,   0.007825805, ,     0.3331751,   0.006497972, ,     0.4271843,   0.006867059, ,     0.4056646,   0.006556889, ,     0.7525831,    0.00775827, ,     0.7538421,   0.007588351, ,     0.6404954,   0.006876301, ,     0.4791093,   0.006259373, ,     0.4796868,   0.006177067, , 
     0.480976,   0.009264377, ,     0.4668447,   0.007971543, ,     0.3561109,   0.006667619, ,     0.4503546,   0.006954959, ,     0.4288884,   0.006636824, ,     0.7978305,   0.008174155, ,     0.7994068,    0.00789296, ,     0.6633598,   0.007019732, ,     0.5022395,   0.006354685, ,     0.5028955,    0.00625933, , 
    0.5032657,   0.009479878, ,     0.4897325,   0.008096782, ,     0.3789066,   0.006867998, ,     0.4734368,   0.007053546, ,     0.4520353,   0.006730025, ,     0.8203598,   0.008355256, ,     0.8221201,   0.008031684, ,     0.6863267,   0.007118973, ,     0.5254311,   0.006425295, ,     0.5261336,   0.006320617, , 
    0.5258137,     0.0096426, ,     0.5126706,   0.008207074, ,     0.4017912,   0.007049469, ,     0.4965952,   0.007136385, ,      0.475206,    0.00680591, ,     0.8428981,   0.008506401, ,     0.8447757,   0.008166759, ,     0.7092671,   0.007210042, ,     0.5486752,   0.006483917, ,     0.5493399,   0.006382378, , 
    0.5484408,   0.009794751, ,     0.5355854,   0.008321235, ,      0.424841,   0.007168829, ,     0.5196456,   0.007235637, ,     0.4983213,   0.006905144, ,     0.8878359,   0.008835005, ,     0.8674006,    0.00829151, ,     0.7321633,   0.007320698, ,     0.5719037,   0.006543171, ,     0.5725109,   0.006447506, , 
    0.5710403,   0.009962848, ,     0.5585005,   0.008433128, ,     0.4478011,    0.00729826, ,     0.5426322,   0.007336705, ,     0.5215027,   0.006981934, ,      0.908261,   0.009582758, ,     0.8899599,   0.008422802, ,     0.7550166,   0.007429675, ,      0.595089,   0.006606948, ,     0.5957239,   0.006509546, , 
    0.5938312,    0.01008737, ,     0.5814318,   0.008534501, ,     0.4708853,   0.007402255, ,     0.5657334,   0.007415826, ,     0.5445962,   0.007064317, ,     0.9303083,   0.009824265, ,      1.247049,    0.01507621, ,     0.7778492,   0.007571826, ,      0.641127,   0.006818099, ,     0.6187643,   0.006615513, , 
    0.6164037,    0.01027244, ,     0.6042289,   0.008666511, ,     0.4939173,   0.007506111, ,     0.5887465,   0.007512241, ,     0.5676616,   0.007158285, ,     0.9522274,    0.01008257, ,      1.269361,    0.01501002, ,     0.8006352,   0.007684503, ,     0.6641334,   0.006911942, ,     0.6417404,   0.006729079, , 
    0.6391959,    0.01040355, ,      0.627073,   0.008786182, ,     0.5169197,   0.007610871, ,     0.6116831,   0.007618768, ,     0.5907118,   0.007248169, ,     0.9740514,    0.01034907, ,      1.291126,     0.0150578, ,     0.8233621,   0.007806456, ,     0.6870781,   0.007014531, ,     0.6647883,   0.006820685, , 
    0.6617131,    0.01052608, ,     0.6499354,   0.008876637, ,     0.5629168,   0.007812763, ,     0.6346357,   0.007714024, ,     0.6137241,   0.007331726, ,     0.9957806,    0.01062347, ,      1.312651,     0.0151467, ,     0.8461209,   0.007925711, ,     0.7101229,    0.00709587, ,     0.6877989,   0.006916586, , 
    0.6840584,    0.01069691, ,     0.6726856,   0.008990631, ,     0.5859397,   0.007900044, ,     0.6575889,   0.007799871, ,     0.6367287,   0.007412454, ,      1.017415,    0.01090638, ,      1.334038,    0.01525302, ,     0.8688329,   0.008037928, ,      0.733022,   0.007201203, ,      0.710775,   0.007003085, , 
    0.7061852,    0.01093122, ,     0.6953644,   0.009120014, ,     0.6088901,   0.007996613, ,     0.7034916,   0.007970554, ,      0.659799,   0.007486978, ,      1.039026,    0.01119283, ,      1.355333,    0.01536642, ,     0.8914924,   0.008151518, ,     0.7559078,   0.007301889, ,     0.7337564,   0.007095556, , 
    0.7287825,    0.01104046, ,     0.7179742,   0.009265415, ,     0.6317412,   0.008111851, ,     0.7263576,   0.008068452, ,     0.6827818,   0.007571541, ,       1.06052,    0.01149116, ,      1.376633,    0.01547658, ,     0.9136004,   0.008461002, ,     0.7788484,   0.007415189, ,     0.7567256,   0.007185954, , 
    0.7513226,    0.01116778, ,     0.7406197,   0.009393532, ,     0.6545697,   0.008229625, ,     0.7488182,   0.008253015, ,     0.7057007,   0.007663614, ,      1.081883,    0.01180366, ,      1.396945,    0.01575985, ,     0.9357328,   0.008710274, ,     0.8017083,   0.007514849, ,     0.8025414,   0.007382268, , 
    0.7737691,    0.01132024, ,      0.763336,   0.009491839, ,     0.6774207,   0.008335733, ,     0.7714326,   0.008394732, ,     0.7282368,   0.007840723, ,      1.103103,    0.01213245, ,       1.41774,    0.01593519, ,     0.9580505,   0.008877867, ,     0.8245016,   0.007622621, ,     0.8254084,   0.007478633, , 
    0.7958826,     0.0115271, ,     0.7859386,   0.009612996, ,     0.7231687,   0.008517495, ,     0.8161589,     0.0089024, ,     0.7509326,    0.00797112, ,      1.124166,    0.01248032, ,      1.438805,    0.01604788, ,     0.9804242,   0.009014091, ,     0.8472335,   0.007736412, ,     0.8482038,   0.007581172, , 
     0.817965,    0.01170149, ,     0.8080841,   0.009820421, ,     0.7459639,   0.008617732, ,     0.8385676,   0.009090445, ,     0.7735018,   0.008126299, ,      1.145051,    0.01285065, ,      1.459894,    0.01614547, ,      1.002423,   0.009260201, ,     0.8699235,   0.007846897, ,     0.8709466,   0.007684027, , 
     0.840178,    0.01184203, ,     0.8302464,    0.01002979, ,     0.7684077,   0.008787725, ,     0.8609498,   0.009288339, ,      0.795867,   0.008472414, ,      1.165737,    0.01324745, ,      1.481024,    0.01623231, ,      1.023487,   0.009732624, ,     0.8926505,   0.007951151, ,     0.8936385,   0.007789145, , 
    0.8611766,    0.01230916, ,     0.8522774,    0.01029028, ,     0.7908261,   0.008961461, ,     0.8831317,   0.009522299, ,     0.8184136,   0.008652862, ,      1.186269,    0.01367027, ,      1.502116,    0.01631633, ,      1.213687,    0.01280748, ,     0.9151289,    0.00814836, ,     0.9612545,   0.008245949, , 
    0.8830341,    0.01254625, ,     0.8744719,    0.01050128, ,     0.8129067,   0.009280086, ,     0.9054133,   0.009714888, ,     0.8407719,   0.008868889, ,       1.20579,     0.0142954, ,      1.523141,    0.01640111, ,      1.235569,    0.01290363, ,      0.937535,     0.0083353, ,     0.9836982,   0.008393651, , 
     0.904722,    0.01282744, ,     0.8965837,    0.01071794, ,      0.835329,    0.00946592, ,     0.9274683,   0.009950155, ,     0.8629097,    0.00912782, ,      1.225481,    0.01485919, ,      1.544089,    0.01648833, ,      1.257138,    0.01305568, ,     0.9598472,   0.008528517, ,      1.006194,   0.008505537, , 
    0.9261212,    0.01316219, ,     0.9186056,    0.01094393, ,     0.8576627,    0.00965872, ,     0.9493189,    0.01022017, ,     0.8849819,    0.00938638, ,      1.244737,    0.01549173, ,      1.564999,    0.01657618, ,      1.278581,    0.01322098, ,      0.982296,   0.008657123, ,      1.028636,   0.008620993, , 
    0.9471436,    0.01352866, ,     0.9405183,    0.01118499, ,     0.8799815,   0.009850992, ,     0.9708939,    0.01054029, ,     0.9071796,   0.009596369, ,      1.263313,    0.01624284, ,      1.586358,    0.01658778, ,      1.300014,    0.01338299, ,      1.004732,   0.008774791, ,      1.050849,    0.00879393, , 
    0.9679423,     0.0139442, ,     0.9623488,    0.01142614, ,      0.902183,    0.01005896, ,     0.9924539,     0.0108477, ,     0.9291731,   0.009844377, ,      1.280688,    0.01721788, ,      1.607087,    0.01668604, ,      1.321417,    0.01353995, ,        1.0269,   0.008960782, ,      1.072914,   0.008993492, , 
    0.9884951,    0.01440802, ,     0.9840411,    0.01168732, ,     0.9242629,    0.01028235, ,      1.013999,    0.01115261, ,     0.9508597,    0.01015983, ,      1.295059,    0.01879551, ,      1.648379,    0.01688194, ,      1.342779,    0.01369166, ,      1.048807,   0.009216844, ,      1.094907,    0.00920816, , 
     1.008784,    0.01492522, ,      1.005591,    0.01196809, ,     0.9462253,    0.01052009, ,      1.035413,    0.01147344, ,     0.9726429,    0.01044239, ,      1.322875,    0.01732513, ,      1.669489,    0.01690095, ,      1.364105,    0.01383775, ,      1.070464,   0.009518487, ,      1.116754,   0.009443247, , 
     1.028888,    0.01548125, ,      1.026976,    0.01227169, ,     0.9680603,    0.01077392, ,      1.056666,    0.01181281, ,     0.9943097,    0.01073549, ,      1.344337,    0.01735295, ,       1.69068,    0.01690077, ,      1.385397,    0.01397836, ,      1.091824,   0.009870954, ,      1.138453,   0.009696731, , 
     1.049023,    0.01597196, ,      1.048195,    0.01259765, ,     0.9896748,    0.01106517, ,      1.077756,    0.01217173, ,      1.015854,    0.01104111, ,      1.365592,    0.01741344, ,      1.711777,    0.01691085, ,      1.405635,    0.01430082, ,      1.112907,    0.01026525, ,      1.160022,   0.009962673, , 
     1.069025,    0.01647062, ,      1.090228,    0.01329119, ,      1.032577,    0.01168624, ,       1.09867,    0.01255203, ,      1.037272,     0.0113601, ,      1.386711,    0.01749061, ,      1.733703,    0.01680136, ,      1.426694,    0.01446265, ,      1.133827,    0.01067294, ,      1.181496,    0.01023221, , 
     1.088566,     0.0170756, ,      1.110979,    0.01366916, ,      1.053872,    0.01201041, ,      1.119398,    0.01295592, ,      1.058555,    0.01169399, ,      1.427376,    0.01791277, ,      1.753561,    0.01695967, ,      1.447899,    0.01458731, ,      1.154765,    0.01105419, ,       1.20396,    0.01025711, , 
     1.107656,    0.01778725, ,      1.131528,    0.01407305, ,      1.074992,    0.01235562, ,      1.160348,    0.01383556, ,      1.079694,    0.01204437, ,      1.448317,    0.01799237, ,      1.772901,    0.01717606, ,      1.469105,     0.0147005, ,      1.175842,    0.01138428, ,      1.225671,    0.01044506, , 
     1.126507,     0.0185573, ,      1.151864,    0.01450431, ,      1.095933,    0.01272288, ,      1.180483,     0.0143228, ,      1.142313,    0.01320282, ,      1.469229,    0.01806656, ,      1.791978,    0.01740929, ,      1.490272,    0.01480944, ,      1.199261,    0.01118587, ,      1.247273,    0.01064954, , 
     1.144981,    0.01937502, ,      1.171982,    0.01496336, ,      1.116684,    0.01311359, ,      1.199779,    0.01496957, ,      1.162797,    0.01364074, ,      1.490094,    0.01813896, ,      1.829542,    0.01790277, ,      1.511381,    0.01491768, ,      1.221099,    0.01133492, ,       1.26883,    0.01085385, , 
     1.163064,    0.02024984, ,      1.191857,    0.01545169, ,       1.15767,    0.01396187, ,      1.219078,    0.01559216, ,      1.183031,    0.01411356, ,      1.510976,    0.01820598, ,      1.847997,    0.01816375, ,      1.532472,    0.01502385, ,      1.242626,    0.01153838, ,      1.290336,    0.01105501, , 
      1.18105,     0.0211216, ,       1.21151,    0.01596374, ,      1.177847,    0.01442688, ,      1.237965,    0.01627717, ,      1.202242,     0.0147904, ,      1.531792,    0.01827399, ,      1.866176,    0.01843875, ,       1.55349,    0.01513246, ,      1.264066,    0.01174615, ,      1.311798,    0.01125119, , 
     1.198475,    0.02210636, ,      1.230896,     0.0165086, ,      1.197485,    0.01498367, ,      1.256309,    0.01705374, ,      1.221563,    0.01541842, ,      1.552526,    0.01834512, ,      1.884168,    0.01871962, ,      1.574748,    0.01519263, ,      1.285464,    0.01194861, ,      1.333221,    0.01144162, , 
     1.215434,    0.02315976, ,      1.249995,    0.01708864, ,       1.21701,    0.01554214, ,       1.27385,    0.01797161, ,      1.240507,    0.01611434, ,      1.594409,    0.01840599, ,       1.90184,    0.01901723, ,      1.595645,    0.01529961, ,      1.306836,    0.01214278, ,      1.354608,    0.01162627, , 
     1.231664,    0.02425881, ,      1.268781,    0.01770651, ,      1.236216,    0.01614296, ,      1.289969,    0.01914219, ,      1.258731,     0.0169343, ,      1.614914,    0.01848978, ,      1.919051,    0.01934392, ,      1.616369,    0.01542635, ,      1.328185,    0.01232817, ,      1.375956,    0.01180572, , 
     1.247297,    0.02542656, ,      1.287259,    0.01835538, ,      1.255085,    0.01679337, ,        1.3029,    0.02090596, ,      1.275752,    0.01797475, ,      1.655712,    0.01866283, ,      1.935764,    0.01970262, ,      1.637148,    0.01553511, ,      1.349561,     0.0125015, ,       1.39732,    0.01197649, , 
     1.262278,    0.02665397, ,       1.30533,    0.01905164, ,      1.273492,    0.01751168, ,      1.303882,    0.02483404, ,      1.290125,    0.01952679, ,      1.676644,    0.01866444, ,      1.951858,    0.02010144, ,      1.658216,    0.01559028, ,       1.37093,    0.01266586, ,      1.417979,    0.01226798, , 
     1.276563,    0.02793482, ,      1.322941,    0.01980183, ,      1.291263,      0.018325, ,      1.328935,    0.02396681, ,       1.30686,    0.02039082, ,      1.697785,    0.01863178, ,      1.967153,    0.02055295, ,      1.679337,       0.01563, ,      1.392265,    0.01282402, ,      1.439175,    0.01244357, , 
     1.289958,    0.02924159, ,      1.340001,    0.02061721, ,      1.308153,     0.0192756, ,      1.351224,    0.02365249, ,       1.35099,    0.02002757, ,      1.720766,    0.01835966, ,       1.98157,    0.02106023, ,      1.700338,    0.01568178, ,      1.412665,    0.01314204, ,      1.460377,    0.01260545, , 
     1.302551,    0.03057785, ,      1.356402,    0.02150729, ,      1.323652,    0.02045149, ,      1.372492,    0.02352938, ,      1.372194,     0.0200186, ,      1.741643,    0.01835739, ,      1.995002,    0.02162606, ,      1.721012,    0.01576879, ,      1.433794,    0.01331081, ,      1.481539,    0.01276254, , 
     1.314406,    0.03192948, ,      1.371867,    0.02251208, ,      1.336442,    0.02208921, ,      1.392011,    0.02371428, ,      1.391998,    0.02026535, ,       1.78067,    0.01867033, ,      2.006751,    0.02230354, ,      1.761245,    0.01606641, ,      1.454982,    0.01345675, ,      1.523744,    0.01306943, , 
     1.325582,    0.03327679, ,      1.386269,    0.02364108, ,      1.338236,    0.02906785, ,      1.432687,    0.02376022, ,      1.412561,     0.0203522, ,      1.799477,     0.0188928, ,      2.010982,    0.02357338, ,      1.780592,    0.01629941, ,      1.476206,    0.01359073, ,      1.544771,    0.01322078, , 
     1.335913,    0.03457336, ,      1.398086,    0.02513035, ,       1.36004,    0.02872344, ,      1.452844,    0.02379928, ,      1.433245,    0.02041165, ,      1.818023,    0.01912951, ,      2.021968,     0.0241502, ,      1.799757,    0.01654056, ,      1.497392,    0.01372115, ,      1.566023,    0.01332281, , 
     1.345529,    0.03585219, ,      1.402916,    0.02762258, ,      1.379709,     0.0287293, ,      1.472857,    0.02384999, ,      1.453899,    0.02046799, ,      1.836338,    0.01937923, ,       2.03055,    0.02474325, ,      1.818779,    0.01678662, ,      1.518504,    0.01385266, ,      1.586734,    0.01350269, , 
     1.354838,    0.03704312, ,      1.351364,    0.03756188, ,      1.399734,    0.02866871, ,      1.492792,     0.0239055, ,      1.474475,    0.02052675, ,      1.854358,    0.01964441, ,      2.037802,    0.02536144, ,      1.837579,    0.01704259, ,      1.539529,     0.0139873, ,      1.628497,    0.01377856, , 
     1.363565,    0.03816432, ,      1.369208,    0.03753541, ,      1.419358,    0.02866047, ,       1.51264,    0.02396485, ,      1.494972,     0.0205882, ,      1.872129,    0.01991803, ,      2.041522,    0.02601859, ,      1.856159,    0.01730919, ,      1.560548,    0.01411171, ,      1.649489,    0.01388372, , 
     1.371392,    0.03924977, ,      1.386117,    0.03760608, ,      1.495299,     0.0288793, ,      1.532362,     0.0240305, ,      1.515464,    0.02064683, ,      1.889638,    0.02020198, ,      2.044445,    0.02675141, ,      1.874516,    0.01758643, ,      1.581665,    0.01421547, ,      1.670378,    0.01399358, , 
     1.378095,    0.04034318, ,      1.402247,     0.0377394, ,      1.513807,    0.02896508, ,      1.552416,    0.02403887, ,       1.53588,    0.02070765, ,      1.906836,    0.02049894, ,      2.047675,     0.0275629, ,      1.892485,    0.01788919, ,      1.602499,    0.01435327, ,      1.691067,    0.01412447, , 
     1.382479,     0.0414662, ,      1.417596,    0.03793232, ,      1.532356,    0.02902923, ,      1.572061,    0.02409882, ,       1.55659,    0.02071376, ,        1.9236,     0.0208188, ,      2.050789,    0.02845295, ,      1.910022,    0.01822067, ,      1.623262,    0.01449014, ,      1.711501,    0.01428427, , 
      1.38073,    0.04265731, ,      1.432184,    0.03817438, ,      1.550492,    0.02913067, ,      1.591502,    0.02417482, ,      1.577035,    0.02075531, ,      1.939866,     0.0211667, ,      2.053441,    0.02943048, ,      1.927127,    0.01858212, ,      1.644231,    0.01458414, ,      1.731662,    0.01447017, , 
     1.376271,    0.04412698, ,       1.44552,     0.0384561, ,      1.568412,    0.02924324, ,      1.610797,    0.02425927, ,      1.597266,    0.02082129, ,      1.955482,    0.02155352, ,       2.05566,    0.03050385, ,      1.943623,    0.01898533, ,      1.665303,    0.01465786, ,      1.771169,    0.01492083, , 
     1.369556,    0.04601367, ,      1.456914,    0.03879021, ,      1.586092,     0.0293664, ,      1.630002,    0.02434634, ,      1.617342,    0.02089864, ,      1.970261,    0.02199095, ,      2.057201,    0.03168882, ,      1.959449,     0.0194329, ,      1.686228,    0.01474301, ,      1.790701,    0.01515485, , 
     1.358984,     0.0485129, ,      1.464759,    0.03921083, ,      1.603493,    0.02950302, ,      1.649028,    0.02444307, ,      1.637305,    0.02098299, ,      1.983981,    0.02249388, ,      2.058103,    0.03299246, ,      1.974617,    0.01992051, ,      1.706884,    0.01485627, ,      1.829229,    0.01564936, , 
     1.343878,    0.05186947, ,      1.471064,    0.03973649, ,      1.620634,    0.02964979, ,      1.667884,    0.02454819, ,      1.657179,    0.02107144, ,      1.996317,     0.0230808, ,      2.058189,     0.0344354, ,      1.989102,    0.02044408, ,      1.727452,    0.01497304, ,      1.848095,    0.01592315, , 
     1.324388,    0.05628919, ,      1.478088,    0.04032438, ,       1.63748,    0.02980774, ,       1.68809,    0.02448696, ,      1.677424,    0.02110134, ,      2.006363,    0.02381399, ,      2.057605,    0.03602381, ,      2.002544,    0.02103286, ,      1.747237,    0.01519069, ,       1.86664,    0.01621937, , 
     1.301092,    0.06217746, ,      1.491369,    0.04176464, ,      1.653954,    0.02998317, ,      1.709532,    0.02428069, ,      1.698116,    0.02106922, ,      2.002194,    0.02727178, ,      2.055827,    0.03779879, ,      2.011869,    0.02196374, ,      1.766821,    0.01542032, ,      1.884832,    0.01654226, , 
     1.269539,    0.07134518, ,      1.497216,    0.04265197, ,      1.671073,    0.03007342, ,      1.729922,    0.02419523, ,      1.721584,    0.02069336, ,      2.004766,    0.02812347, ,      2.053173,    0.03977427, ,      2.025185,    0.02246765, ,      1.786266,    0.01565517, ,      1.902547,    0.01690057, , 
    0.9604921,     0.2134697, ,      1.502428,    0.04367176, ,      1.688596,    0.03010923, ,      1.749789,    0.02416587, ,      1.742435,    0.02064168, ,       2.00708,    0.02906993, , , , ,      2.037768,    0.02299205, ,      1.805564,     0.0158954, ,      1.919808,     0.0172907, , 
    0.9668574,     0.2159398, ,      1.506742,    0.04484967, ,      1.705578,    0.03016098, ,      1.768999,    0.02420059, ,      1.762452,    0.02068459, ,      2.008952,    0.03010953, , , , ,      2.049467,    0.02353502, ,      1.824658,    0.01614476, ,      1.936677,    0.01770384, , 
    0.9733241,     0.2183579, ,      1.510137,    0.04622212, ,      1.721589,     0.0302368, ,      1.787424,    0.02430766, ,      1.781721,    0.02080856, ,      2.010356,    0.03125544, , , , ,      2.058891,     0.0240932, ,      1.843566,    0.01640331, ,       1.95316,    0.01813426, , 
    0.9798961,     0.2207232, ,      1.512173,    0.04783753, ,      1.736659,    0.03034874, ,      1.805016,    0.02448675, ,      1.800179,    0.02101086, ,      2.011032,    0.03252565, , , , ,      2.066695,    0.02467351, ,      1.862189,    0.01668021, ,      1.969293,    0.01857657, , 
    0.9864819,     0.2230188, ,      1.512626,     0.0497703, ,      1.762372,    0.03073079, ,       1.82171,    0.02473547, ,      1.818275,    0.02123689, ,      2.010949,    0.03393167, , , , ,       2.07267,     0.0252805, ,      1.880451,    0.01698157, ,      1.985003,    0.01903971, , 
    0.9932053,     0.2252699, ,      1.510754,     0.0521483, ,       1.77163,    0.03110589, ,      1.838089,    0.02499252, ,      1.836079,     0.0214792, ,      2.009987,    0.03549865, , , , ,      2.075372,    0.02595152, ,      1.898351,    0.01730858, ,      1.999878,    0.01955985, , 
    0.9997114,     0.2276028, ,      1.505526,    0.05519444, ,      1.781579,    0.03150866, ,      1.854111,    0.02526012, ,      1.853593,     0.0217328, ,      2.008065,    0.03724432, , , , ,      2.079005,    0.02669694, ,      1.915762,     0.0176708, ,      2.014277,    0.02009326, , 
     1.006443,     0.2297513, ,      1.494288,    0.05948028, ,      1.791674,     0.0319396, ,      1.869659,    0.02554551, ,      1.870719,    0.02200658, ,      2.004979,    0.03920344, , , , ,      2.082612,     0.0275147, ,      1.932621,    0.01807191, ,      2.029396,    0.02052121, , 
     1.013148,     0.2318382, ,      1.460989,    0.06847645, ,      1.801205,    0.03244852, ,      1.884601,    0.02585449, ,      1.887565,    0.02228962, ,       2.00074,    0.04140617, , , , ,      2.085927,    0.02840923, ,      1.948968,    0.01850577, ,      2.044028,    0.02096305, , 
     1.019851,     0.2338702, , , , ,      1.810144,    0.03302945, ,      1.898328,    0.02618086, ,      1.904027,    0.02258765, ,      1.994846,    0.04390167, , , , ,      2.094243,    0.03294099, ,      1.964863,    0.01896293, ,      2.058093,    0.02142161, , 
     1.026417,     0.2358127, , , , ,      1.818933,    0.03365938, ,      1.910746,    0.02652992, ,      1.920058,    0.02290311, ,      1.987333,    0.04675636, , , , ,      1.211011,     0.2091967, ,      1.980248,    0.01944407, ,      2.071571,    0.02189593, , 
     1.032094,     0.2376045, , , , ,      1.827472,    0.03433719, ,      1.922434,     0.0268965, ,      1.935614,    0.02323852, , , , , , , , , , ,      2.007063,    0.02070736, ,      2.084398,     0.0223858, , 
     1.037074,      0.239244, , , , ,      1.835735,    0.03507302, ,       1.93177,     0.0273126, ,      1.950546,    0.02360243, , , , , , , , , , ,      2.021665,    0.02116114, ,      2.096277,    0.02289426, , 
      1.04352,     0.2415255, , , , ,      1.843641,     0.0358759, ,      1.939207,    0.02779938, ,      1.964552,    0.02401687, , , , , , , , , , ,        2.0357,    0.02163194, ,      2.105905,    0.02341224, , 
, , , , , ,      1.851317,    0.03672842, ,      1.946793,    0.02835892, ,      1.977236,    0.02448917, , , , , , , , , , ,      2.049185,     0.0221163, ,      2.114059,    0.02395224, , 
, , , , , ,      1.858297,    0.03768405, ,      1.953565,     0.0290196, ,      1.987256,    0.02504047, , , , , , , , , , ,      2.061971,    0.02261931, ,      2.120712,    0.02452184, , 
, , , , , ,      1.864392,    0.03876836, ,      1.959044,    0.02982349, ,      1.994582,    0.02570811, , , , , , , , , , ,      2.098593,    0.02481545, ,      2.123611,    0.02514676, , 
, , , , , ,      1.868982,    0.04003282, ,      1.752987,    0.05864083, ,        1.9453,    0.03094115, , , , , , , , , , ,      2.101259,    0.02545205, ,      2.131693,    0.02660253, , 
, , , , , ,      1.871776,    0.04153701, , , , ,      1.945244,    0.03220333, , , , , , , , , , ,      2.105094,    0.02616345, ,      2.135622,     0.0274331, , 
, , , , , ,      1.871829,    0.04340173, , , , ,      1.944345,    0.03361161, , , , , , , , , , ,      2.108946,    0.02694321, ,      2.139199,    0.02834008, , 
, , , , , ,      1.867506,    0.04580272, , , , ,      1.942459,    0.03519429, , , , , , , , , , ,      2.112685,    0.02779377, , , , , 
, , , , , ,      1.855776,    0.04889975, , , , ,      1.939575,    0.03697489, , , , , , , , , , ,      2.116041,     0.0287243, , , , , 
, , , , , ,      1.838638,    0.05339417, , , , ,       1.93535,    0.03899251, , , , , , , , , , ,      2.118894,     0.0297414, , , , , 
, , , , , ,      1.815971,    0.05914392, , , , ,      1.929374,    0.04133187, , , , , , , , , , ,      2.121273,    0.03085648, , , , , 
, , , , , ,      1.789465,    0.06611578, , , , ,      1.921919,    0.04398726, , , , , , , , , , ,      2.122947,    0.03207925, , , , , 
, , , , , ,      1.758862,    0.07466093, , , , ,      1.912528,     0.0470616, , , , , , , , , , ,      2.123957,    0.03342326, , , , , 
, , , , , ,      1.719834,    0.08557925, , , , ,      1.900553,    0.05068823, , , , , , , , , , , , , , , , , 
, , , , , , , , , , , ,      1.885091,    0.05506227, , , , , , , , , , , , , , , , , 
, , , , , , , , , , , ,      1.864892,    0.06052729, , , , , , , , , , , , , , , , , 

